,index,Wine
1506,1506,Terre In Fiore Bardolino 2021
1507,1507,Falanghina del Sannio 2022
1508,1508,Quattro Borghi Grecanico 2023
1509,1509,Tenuta San Marco Primitivo 2018
1510,1510,Chardonnay 2023
1511,1511,Costantino Collezione Salento Rosso Passito 2020
1512,1512,Bardolino 2022
1513,1513,Rosso Piceno 2023
1514,1514,Janare Sannio Fiano 2023
1515,1515,Cuvée Rosa Extra Dry N.V.
1516,1516,1932 Primitivo Rosato 2023
1517,1517,Aria Siciliana Syrah 2019
1518,1518,Carpio Bianco 2021
1519,1519,Oro dei Sani Chianti 2022
1520,1520,Umbria Bianco 2021
1521,1521,Fermento Siciliano 2018
1522,1522,Trebbiano 2020
1523,1523,Barbera d'Alba 2019
1524,1524,Chianti Riserva 2020
1525,1525,Refosco dal Peduncolo Rosso 2023
1526,1526,Pinot Grigio 2022
1527,1527,Friulano 2023
1528,1528,Schiava Gentile 2023
1529,1529,Albiano Verdicchio dei Castelli di Jesi Classico 2023
1530,1530,Cabernet Franc 2022
1531,1531,Orvieto Classico 2023
1532,1532,Rosato 2023
1533,1533,Nero Di Troia Torre Del Falco 2021
1534,1534,Corvina Veronese 2020
1535,1535,Quinto Pecorino 2020
1536,1536,Lambrusco Grasparossa di Castelvetro Amabile N.V.
1537,1537,Vitiano Vermentino 2023
1538,1538,Piceno Bacchus 2023
1539,1539,Sangiovese Romagna 2021
1540,1540,Bardia Isola dei Nuraghi 2020
1541,1541,S'Elegas Nuragus di Cagliari 2023
1542,1542,448 s.l.m. Rosso 2019
1543,1543,Gerbino Bianco 2022
1544,1544,Janare Sannio Greco 2022
1545,1545,Uno Trebbiano d'Abruzzo 2020
1546,1546,Terre Sarde Vermentino di Sardegna 2021
1547,1547,Kriya Passerina 2022
1548,1548,Chianti 2022
1549,1549,Pinot Rosa Veneto Frizzante N.V.
1550,1550,Malvasia Blanc 2021
1551,1551,Piedirosso 2021
1552,1552,Janare Sannio Greco 2023
1553,1553,Beneventano Falanghina Vico Riviera Numero 99 2023
1554,1554,Lucanto Trebbiano d'Abruzzo 2020
1555,1555,Nero Buono 2022
1556,1556,Bianchello del Metauro 2023
1557,1557,Frascati 2023
1558,1558,Uvam Pinot Grigio delle Venezie 2023
1559,1559,C'Era Una Volta Il Pinot Noir 2023
1560,1560,C'Era Una Volta Il Pinot Noir 2022
1561,1561,Moi Verdeca del Salento 2023
1562,1562,Barbera del Monferrato 2019
1563,1563,Rosato 2020
1564,1564,Luzano Verdicchio dei Castelli di Jesi Classico Superiore 2019
1565,1565,Nèprica Rosé 2023
1566,1566,Nèprica Negroamaro 2022
1567,1567,Pecorino 2022
1568,1568,Nero d'Avola 2019
1569,1569,Janare Falanghina del Sannio 2022
1570,1570,Fedora Castel del Monte 2022
1571,1571,Borgo Thaulero Chardonnay 2023
1572,1572,Mia Natura Pecorino 2019
1573,1573,Castadiva Friulano 2022
1574,1574,S’Éleme Vermentino di Gallura 2023
1575,1575,Bio Zero Abruzzo Bianco 2021
1576,1576,Le Undici Terre Custoza 2023
1577,1577,Campogrande Orvieto Classico 2023
1578,1578,Soave 2022
1579,1579,Terracrua Rosso 2021
1580,1580,Nero d'Avola 2022
1581,1581,Terracrua Bianco 2022
1582,1582,Nero d'Avola 2023
1583,1583,La Segreta Il Rosso 2018
1584,1584,Puglia Rosso 2022
1585,1585,Raboso 2022
1586,1586,Rosso Verona 2022
1587,1587,Montepulciano d'Abruzzo 2021
1588,1588,Soave 2023
1589,1589,Nero d'Avola 2022
1590,1590,Moscato 2023
1591,1591,Cococciola Abruzzo 2020
1592,1592,Bardolino 2019
1593,1593,Montelocco Lambrusco Rosé N.V.
1594,1594,Dei Respiri Grillo 2023
1595,1595,Rami Falanghina 2019
1596,1596,Syrah 2017
1597,1597,Gleifner St. Magdalener Classico 2023
1598,1598,Dei Respiri Bianco 2023
1599,1599,Costadune Nero d’Avola 2021
1600,1600,Dei Respiri Nero d'Avola 2023
1601,1601,Stè Verdicchio dei Castelli di Jesi 2023
1602,1602,OltreMare Rosato 2022
1603,1603,Brino Vermentino di Gallura 2021
1604,1604,Blu Vermentino di Sardegna 2023
1605,1605,Cantine San Giorgio Talete Chardonnay Puglia 2019
1606,1606,NO SO2 Montepulciano d'Abruzzo 2019
1607,1607,Primitivo 2020
1608,1608,Neama Negroamaro Salento 2022
1609,1609,Grillo 2023
1610,1610,Complice Grillo 2020
1611,1611,Centenario Lambrusco Grasparossa di Castelvetro Amabile N.V.
1612,1612,Le Bombarde Cannonau di Sardegna 2022
1613,1613,Casasole Orvieto Classico Amabile 2023
1614,1614,Alghero Rosato 2020
1615,1615,Valle d'Oro Terre di Chieti Pecorino 2020
1616,1616,Müller Thurgau Cuvée Speciale Brut 2023
1617,1617,Chardonnay Puglia 2023
1618,1618,Borgo Alla Terra Vernaccia di San Gimignano 2022
1619,1619,Dolcetto d'Alba 2021
1620,1620,Collezione Oro Chianti Superiore 2023
1621,1621,Grillo 2020
1622,1622,Bonarda Frizzante 2022
1623,1623,Aulente Rosso 2016
1624,1624,Vignolè Gragnano Frizzante 2022
1625,1625,Chianti 2019
1626,1626,Vigneti di Bruma Beneventano Aglianico 2022
1627,1627,Falanghina 2023
1628,1628,Rosalita Rosato Salento 2023
1629,1629,Il Pumo Salento Rosso 2022
1630,1630,Canonico Negroamaro Salento 2022
1631,1631,Borgo Alla Terra Chianti Colli Senesi 2022
1632,1632,Master C27 Millesimato Extra Dry 2022
1633,1633,Janare Falanghina del Sannio 2023
1634,1634,Inzolia 2023
1635,1635,Terre Sarde Cannonau di Sardegna 2021
1636,1636,Eughenès Perricone 2023
1637,1637,Roceno Nero d'Avola 2023
1638,1638,Rahalmet Viognier 2023
1639,1639,Rahalmet Insolia 2023
1640,1640,Mont'élimo Perricone 2021
1641,1641,Master C27 Millesimato Extra Dry 2023
1642,1642,C'Era Una Volta Il Sangue di Giuda Dolce 2023
1643,1643,Barbera 2023
1644,1644,Vermentino Maremma Toscana Valcolomba 2023
1645,1645,Falanghina 2022
1646,1646,Janare Sannio Aglianico 2021
1647,1647,Traminer Aromatico 2022
1648,1648,Montelocco Lambrusco Emilia N.V.
1649,1649,Gutturnio Frizzante 2022
1650,1650,Gutturnio Frizzante 2022
1651,1651,Il Pumo Primitivo 2022
1652,1652,Gerbino Rosso 2020
1653,1653,Falanghina 2022
1654,1654,Soave Classico Montefoscarino 2020
1655,1655,Eughenès Nero d'Avola 2022
1656,1656,Rahalmet Grillo 2023
1657,1657,Villa Angela Falerio Pecorino 2022
1658,1658,Papiri Vermentino di Sardegna 2023
1659,1659,C'Era Una Volta Il Sangue di Giuda Dolce 2024
1660,1660,Il Pumo Negroamaro 2022
1661,1661,Bianco di Custoza 2023
1662,1662,Collezione Oro Chianti Riserva 2020
1663,1663,Verdicchio di Matelica 2023
1664,1664,Dogajolo Toscana Bianco 2021
1665,1665,Armannia Passerina 2020
1666,1666,Cerano Trebbiano d'Abruzzo Superiore 2019
1667,1667,Costa del Mulino Abruzzo Cococciola 2023
1668,1668,Boccanera Barbera Colli Tortonesi 2020
1669,1669,Terre di Chieti Cococciola 2021
1670,1670,Catalù Catarratto 2022
1671,1671,Nero d'Avola 2022
1672,1672,Sardegna Semidano Mogoro 2021
1673,1673,Terre Valse Abruzzo Pecorino 2021
1674,1674,Chardonnay 2023
1675,1675,Sangiovese 2021
1676,1676,Bardolino 2022
1677,1677,Capocaccia Alghero Rosso 2021
1678,1678,Fragolino Bianco 2022
1679,1679,Pengue Beneventano Falanghina 2022
1680,1680,Nero d'Avola 2021
1681,1681,Pecorino 2022
1682,1682,Passerina 2023
1683,1683,Ribolla Gialla 2022
1684,1684,Grillo 2022
1685,1685,Nerello Mascalese 2022
1686,1686,Chardonnay 2023
1687,1687,Albizzia Chardonnay 2023
1688,1688,Gewürztraminer 2022
1689,1689,Cardilla Grillo 2023
1690,1690,Cardilla Frappato 2023
1691,1691,Cardilla Lucido 2022
1692,1692,Syrah 2021
1693,1693,Garganega - Chardonnay Veneto 2021
1694,1694,Soave Classico 2021
1695,1695,Rocca delle Querce Rosso 2022
1696,1696,Pengue Beneventano Aglianico 2022
1697,1697,Grillo 2022
1698,1698,Nero d'Avola 2022
1699,1699,Bisanzio Montepulciano d'Abruzzo 2022
1700,1700,Aulente Rosso 2022
1701,1701,Trebbiano d'Abruzzo Superiore 2018
1702,1702,Negroamaro 2023
1703,1703,Primitivo Sole 2023
1704,1704,Cirò Classico Rosso (Segno) 2021
1705,1705,Rubicone Sangiovese 2022
1706,1706,Scaliere Negroamaro 2020
1707,1707,Cirò Bianco (Segno) 2022
1708,1708,Gădum Cabernet Sauvignon 2022
1709,1709,L'Agreste Lacrima di Morro d'Alba 2022
1710,1710,Orus Negroamaro 2021
1711,1711,Chardonnay Puglia 2024
1712,1712,Primitivo Appassimento 2023
1713,1713,Chianti 2022
1714,1714,Rasenno Bianco di Pitigliano 2021
1715,1715,Soave Classico Colombara 2019
1716,1716,Aria Siciliana  Merlot 2019
1717,1717,Molino a Vento Inzolia 2023
1718,1718,Gentilesco Chianti 2022
1719,1719,Vitiano Cabernet Sauvignon 2022
1720,1720,Cirò Bianco (Segno) 2023
1721,1721,Le Rosè 2019
1722,1722,Merlot 2023
1723,1723,Verdicchio dei Castelli di Jesi Classico 2019
1724,1724,Primitivo 2022
1725,1725,Ashè Trebbiano d'Abruzzo 2022
1726,1726,Catarratto - Chardonnay 2023
1727,1727,Orus Negroamaro 2022
1728,1728,Negroamaro 2023
1729,1729,Pinot Grigio 2022
1730,1730,Cirò Classico Rosso (Segno) 2022
1731,1731,Cirò Rosato (Segno) 2023
1732,1732,Primitivo Salento 2021
1733,1733,Grillo 2023
1734,1734,Trebbiano d'Abruzzo 2022
1735,1735,Negroamaro 2021
1736,1736,La Clarissa Syrah 2023
1737,1737,Primitivo 2022
1738,1738,Aragosta Vermentino di Sardegna 2023
1739,1739,Grotta Rossa Carignano del Sulcis 2022
1740,1740,Làmina Montepulciano D' Abruzzo 2018
1741,1741,Casareggio Barbera d'Asti 2023
1742,1742,Blina Barbera d'Asti 2021
1743,1743,Sangiovese Toscana 2022
1744,1744,Chianti 2023
1745,1745,Prosecco Brut Millesimato Rosé 2023
1746,1746,Federico Sangiovese Superiore 2022
1747,1747,Perdera Monica di Sardegna 2022
1748,1748,Calaluna Vermentino di Sardegna 2023
1749,1749,Valpolicella 2022
1750,1750,Tinchitè Rosé 2021
1751,1751,Sangiovese di Romagna Superiore Riserva 2021
1752,1752,Bianco di Custoza 2023
1753,1753,Cirò Bianco 2022
1754,1754,Bardolino Classico 2021
1755,1755,Soave 2022
1756,1756,Scalapetra Rosso 2021
1757,1757,Bardolino 2022
1758,1758,Soave Classico 2021
1759,1759,Il Prugnolo Chianti Superiore 2022
1760,1760,Chianti 2022
1761,1761,Corte Auda Cannonau di Sardegna 2022
1762,1762,Vignolé Piedirosso 2022
1763,1763,Suliccènti Grillo 2023
1764,1764,Costa Toscana Organic Rosso 2022
1765,1765,Kudyah Nero d'Avola 2019
1766,1766,Blasi Chardonnay 2022
1767,1767,Chianti Riserva 2020
1768,1768,Il Pumo Salento Rosato 2023
1769,1769,Acquerello Grillo - Sauvignon Blanc 2023
1770,1770,Chardonnay Puglia 2022
1771,1771,Trebbiano d'Abruzzo 2023
1772,1772,Cerasuolo d'Abruzzo Rosé (Tralcetto) 2023
1773,1773,Acquerello Syrah 2022
1774,1774,Fontana del Fongo Valpolicella Classico 2019
1775,1775,Biosfera Da Uve Catarratto Bianco 2023
1776,1776,Rèmole Rosé 2023
1777,1777,Nero d'Avola - Cabernet Sauvignon 2022
1778,1778,Gutturnio 2023
1779,1779,Janare Sannio Coda di Volpe 2023
1780,1780,Acquerello Chardonnay 2023
1781,1781,Montepulciano d'Abruzzo 2023
1782,1782,Materico Da Uve Nero d'Avola 2022
1783,1783,Chardonnay 2023
1784,1784,Rèmole Bianco 2023
1785,1785,Il Bianco di Ciccio (Tralcetto) 2023
1786,1786,Castel del Monte Rosé 2023
1787,1787,Trebbiano 2023
1788,1788,Anima Umbra Grechetto 2023
1789,1789,Vermentino 2021
1790,1790,Negroamaro 2023
1791,1791,Frida Passerina 2021
1792,1792,Diego Verdicchio dei Castelli di Jesi Classico 2021
1793,1793,Cimarè Rosso Piceno 2020
1794,1794,Sospiro 2022
1795,1795,Lastone Rosso 2021
1796,1796,Cerasuolo d'Abruzzo Sostenibile Biologico 2022
1797,1797,Bianco (Cariddi) 2020
1798,1798,Ca' Preella Valpolicella 2019
1799,1799,Gavi 2022
1800,1800,Pinot Grigio 2023
1801,1801,Chardonnay 2023
1802,1802,Lemoss N.V.
1803,1803,Fantini Cerasuolo d'Abruzzo 2018
1804,1804,Albarossa 2020
1805,1805,Rubico Lacrima di Morro d’Alba 2022
1806,1806,La Segreta Il Rosso 2021
1807,1807,Prosecco Millesimato Extra Dry 2022
1808,1808,Pinot Grigio delle Venezie 2023
1809,1809,Modello Masi Trevenezie Rosso 2023
1810,1810,Moscato d'Asti 2023
1811,1811,Soave 2022
1812,1812,Pinot Grigio delle Venezie 2022
1813,1813,Molino a Vento Chardonnay 2023
1814,1814,Aragosta Rosé 2022
1815,1815,La Malcotti Nebbiolo 2022
1816,1816,Vermentino di Gallura 2023
1817,1817,Sannio Fiano 2022
1818,1818,Capodimonte Rosso Conero 2021
1819,1819,Dolceoro Moscato d'Asti 2023
1820,1820,Grechetto Umbria 2023
1821,1821,Lambrusco Grasparossa di Castelvetro Amabile N.V.
1822,1822,Verdiso 2023
1823,1823,Santepietre Valpolicella Classico 2022
1824,1824,Manzoni 2023
1825,1825,Strozzavolpe 2023
1826,1826,Rèmole Rosso 2023
1827,1827,Alcamo 2022
1828,1828,Bianco di Custoza 2023
1829,1829,Ribolla Gialla 2022
1830,1830,Sangiovese Superiore 2021
1831,1831,Friulano 2023
1832,1832,Krios Vermentino di Sardegna 2023
1833,1833,Terre Verdiane Lambrusco Amabile 1813 N.V.
1834,1834,Duca di Mandas Monica di Sardegna 2022
1835,1835,Frascati Secco 2023
1836,1836,Soave 2023
1837,1837,Toscana Bianco 2022
1838,1838,Terre del Casale Frascati Secco 2023
1839,1839,Vivace Bianco 2023
1840,1840,Cabernet Franc 2020
1841,1841,Janub Rosso 2020
1842,1842,Janare Guardiolo Riserva Rosso 2014
1843,1843,Riflessi Frizzante 2023
1844,1844,Maremosso Rosé Frizzante 2023
1845,1845,.8 Grillo 2022
1846,1846,Falanghina 2023
1847,1847,Fontenera Negroamaro del Salento 2022
1848,1848,Anima Umbra Grechetto 2021
1849,1849,Pinot Grigio 2023
1850,1850,Anima Umbra Grechetto 2021
1851,1851,Chiaramonte Chardonnay Sicilia 2022
1852,1852,Prosecco Millesimato Rosé 2023
1853,1853,Neama Negroamaro Salento 2023
1854,1854,Le Due Arbie Rosso 2021
1855,1855,Sogno del Sud Merlot 2023
1856,1856,Sogno del Sud Grillo 2023
1857,1857,La Segreta Il Bianco 2023
1858,1858,Perla di vitigno Brut N.V.
1859,1859,Serrano Rosso Conero 2022
1860,1860,Grillo 2022
1861,1861,Piazza del Cielo Syrah 2023
1862,1862,Grechetto Montefalco 2022
1863,1863,Refosco dal Peduncolo Rosso 2020
1864,1864,Santi Medici Negroamaro 2018
1865,1865,Passo Marchese Chardonnay Biologico 2022
1866,1866,Costa Magna 2022
1867,1867,Pollùce Nero Buono 2021
1868,1868,Costantino Collezione Amarcor 2020
1869,1869,Barbera d'Alba 2022
1870,1870,Tenuta La Maredana Prosecco Treviso Brut N.V.
1871,1871,Piazza del Cielo Cesanese del Piglio 2021
1872,1872,Raverosse 2021
1873,1873,Aragosta Rosé 2023
1874,1874,Serrano Rosso Conero 2023
1875,1875,Bordeaux 2015
1876,1876,Graves Rouge 2011
1877,1877,Rosé N.V.
1878,1878,Bordeaux 2022
1879,1879,Bordeaux Rouge 2015
1880,1880,Bordeaux 2015
1881,1881,Bordeaux 2009
1882,1882,Bordeaux 2020
1883,1883,Bordeaux Rouge 2008
1884,1884,Chardonnay 2023
1885,1885,Muscat Sec 2023
1886,1886,Malicieuse Rosé 2023
1887,1887,Malicieuse Syrah 2022
1888,1888,4 Saisons Cabernet Sauvignon 2021
1889,1889,4 Saisons Cabernet Rosé 2023
1890,1890,Bordeaux Supérieur 2016
1891,1891,Bordeaux Rouge 2014
1892,1892,To Bi Or Not To Bi Rosé 2023
1893,1893,To Bi or Not To Bi Merlot - Grenache 2022
1894,1894,To Bi Or Not To Bi Macabeu - Grenache 2023
1895,1895,Bordeaux Supérieur 2019
1896,1896,Côtes De Gascogne Classic 2023
1897,1897,Bordeaux Blanc 2022
1898,1898,Le Petit Balthazar Merlot 2021
1899,1899,Bordeaux Blanc 2021
1900,1900,Le Petit Balthazar Cinsault Rosé 2023
1901,1901,Les Ramières 2022
1902,1902,Le Petit Balthazar Viognier - Sauvignon Blanc 2022
1903,1903,Sauvignon Blanc 2022
1904,1904,4 Saisons Chardonnay 2022
1905,1905,4 Saisons Sauvignon 2022
1906,1906,Graves Blanc 2016
1907,1907,Amountanage Blanc 2018
1908,1908,Roches d'Hillac 2018
1909,1909,Prémices Rosé 2023
1910,1910,Vieilles Vignes Grenache 2023
1911,1911,Gamay Rosé 2023
1912,1912,Bordeaux Rouge 2020
1913,1913,Colombard - Ugni Blanc 2023
1914,1914,Côtes du Roussillon Rouge 2023
1915,1915,Bordeaux Rouge 2020
1916,1916,Prémices Muscat Sec 2023
1917,1917,Millesimé Rouge 2023
1918,1918,Rouge 2022
1919,1919,Prémices Chardonnay 2023
1920,1920,Bordeaux Blanc 2023
1921,1921,Sauvignon 2023
1922,1922,Esprit de Sérame Chardonnay 2015
1923,1923,Graves Rouge 2014
1924,1924,Sauvignon Bordeaux 2021
1925,1925,Le Cirque Rosé 2023
1926,1926,Le Cirque Rouge 2021
1927,1927,Le Cirque Grenache Gris 2023
1928,1928,Les Grains Pinot Noir Cuvée Rare 2017
1929,1929,Cuvée des Abeilles Bordeaux 2018
1930,1930,Les Grains Chardonnay 2018
1931,1931,Entre-deux-Mers 2023
1932,1932,Bordeaux 2020
1933,1933,Koudiat Côtes-du-Rhône 2021
1934,1934,Grand Gris 2023
1935,1935,Malis Rouge 2022
1936,1936,Côtes du Rhône Blanc 2009
1937,1937,No. 6 Rosé 2023
1938,1938,Rouge 2022
1939,1939,Terre d'Ocres Blanc 2010
1940,1940,No. 3 Colombard - Sauvignon 2023
1941,1941,Côtes du Rhône Blanc 2013
1942,1942,Merlot 2020
1943,1943,Syrah 2022
1944,1944,No. 7 Tannat - Merlot 2023
1945,1945,Syrah 2023
1946,1946,Squerda Côtes du Roussillon Villages 'Lesquerde' 2023
1947,1947,Private Gallery Chardonnay - Viognier 2017
1948,1948,No. 1 Sauvignon - Gros Manseng 2023
1949,1949,Pigmentum Ugni Blanc - Colombard 2015
1950,1950,Beau Mayne Sauvignon Blanc Bordeaux 2014
1951,1951,Les Cardounettes Blanc 2018
1952,1952,Côtes De Gascogne Classic 2022
1953,1953,Fronsac 2016
1954,1954,Viognier 2020
1955,1955,Blaye - Côtes de Bordeaux 2012
1956,1956,Rosé 2023
1957,1957,Bordeaux Supérieur 2021
1958,1958,Côtes de Bourg 2017
1959,1959,Côtes de Bourg 2020
1960,1960,Côtes de Bourg 2019
1961,1961,Bergerac Sec 2016
1962,1962,Côtes de Bourg 2018
1963,1963,Court Métrage Rouge 2022
1964,1964,La Gravette des Lucques Bordeaux Supérieur 2019
1965,1965,Bordeaux 2022
1966,1966,Harmonie de Gascogne Rouge 2023
1967,1967,Harmonie De Gascogne Rosé 2023
1968,1968,Le Blanc Côtes de Bourg 2023
1969,1969,Bordeaux Supérieur 2020
1970,1970,Bordeaux Clairet 2023
1971,1971,Les Meridiennes Rouge 2020
1972,1972,Cuvée des Chartreux Belle Emilie Rouge 2023
1973,1973,Le Chant du Merle Merlot 2023
1974,1974,CAB Grand Prébos Cabernet Sauvignon 2022
1975,1975,Cuvée des Chartreux Belle Emilie Blanc 2023
1976,1976,Autrement Chardonnay 2022
1977,1977,Autrement Merlot 2021
1978,1978,Le B par Maucaillou Blanc 2021
1979,1979,Pays d'OC 6ème Sens Rosè 2022
1980,1980,Cuve No. 5 2022
1981,1981,Sauvignon Blanc 2023
1982,1982,Crazy Blanc 2023
1983,1983,Gris de Gris Premium Rosè 2022
1984,1984,Grenache - Syrah Rosé 2023
1985,1985,Tiberius Blanc 2023
1986,1986,Naturae Cabernet Sauvignon 2022
1987,1987,Autrement Sauvignon Blanc 2022
1988,1988,Graves Blanc 2018
1989,1989,Grande Reserve Merlot - Cabernet 2023
1990,1990,No. 3 Colombard - Sauvignon 2021
1991,1991,Autrement Grenache Rosé 2022
1992,1992,Autrement Syrah Rosé 2022
1993,1993,Naturae Syrah Rosé 2023
1994,1994,Cuvée Réserve Blaye - Côtes de Bordeaux 2018
1995,1995,Revelations d'Hubert de Bouard Château Boutillot Bordeaux 2021
1996,1996,6ème Sens Rouge 2022
1997,1997,Gros Manseng Moelleux 2023
1998,1998,Autrement Cabernet Sauvignon 2022
1999,1999,Naturae Chardonnay 2023
2000,2000,Merlot 2023
2001,2001,Tiberius Rouge 2023
2002,2002,Le B par Maucaillou Blanc 2022
2003,2003,Pays d'Oc 6ème Sens White 2022
2004,2004,Cap Au Sud Chardonnay - Vermentino 2023
2005,2005,Naturae Syrah 2022
2006,2006,Naturae Merlot 2022
2007,2007,Cuvée Tibérius Rosé 2023
2008,2008,Bordeaux Blanc (Sauvignon - Sémillon - Muscadelle) 2021
2009,2009,Sauvignon Blanc 2022
2010,2010,Grande Reserve Chardonnay 2023
2011,2011,Le Petit Pont Réserve Blanc 2023
2012,2012,Rosé 2023
2013,2013,Cépage Libre Rouge 2022
2014,2014,Le P'tit Coup Blanc 2023
2015,2015,Blanc 2022
2016,2016,Entre-Deux-Mers 2021
2017,2017,Péché Coquin Rosé 2023
2018,2018,Le P'tit Coup Rouge 2022
2019,2019,La Réserve Bordeaux Supérieur 2021
2020,2020,Vallée des Rois Gamay Touraine 2023
2021,2021,Côtes-du-Rhône Rouge 2023
2022,2022,Viognier 2022
2023,2023,Mourvèdre 2021
2024,2024,Fronton Rosé 2022
2025,2025,Saumur Champigny 2023
2026,2026,Le B de Maucaillou 2020
2027,2027,No. 3 Colombard - Sauvignon 2022
2028,2028,Fruitée Tradition Clairette de Die N.V.
2029,2029,No. 7 Tannat - Merlot 2021
2030,2030,Vaucluse 2023
2031,2031,Marius Vermentino 2022
2032,2032,Capella 2014
2033,2033,Terre d'Ocres Rouge 2010
2034,2034,Chardonnay 2023
2035,2035,Côtes du Rhône Blanc 2017
2036,2036,Les Camines Blanc 2023
2037,2037,Flying Solo Grenache - Syrah 2023
2038,2038,Les Camines Rosé 2023
2039,2039,Les Camines Rouge 2022
2040,2040,Aromatic Sauvignon Blanc 2023
2041,2041,Bordeaux Merlot - Cabernet Sauvignon 2020
2042,2042,Pigmentum Sauvignon Blanc 2021
2043,2043,Aromatic Merlot 2023
2044,2044,Flying Solo Grenache Blanc - Viognier 2023
2045,2045,Bordeaux Rouge 2019
2046,2046,Flying Solo Grenache - Syrah 2022
2047,2047,Aromatic Grenache Rosé 2023
2048,2048,Côtes De Gascogne Rosé De Pressée 2023
2049,2049,Sauvignon - Chardonnay 2022
2050,2050,Syrah - Merlot 2023
2051,2051,Baby del Rey 2021
2052,2052,Roséfine 2023
2053,2053,Andecavum Rúbéus 2020
2054,2054,Marius Rosé d'Oc 2021
2055,2055,Rouge Tauride 2023
2056,2056,Merlot 2023
2057,2057,Nova Ona Rosé 2023
2058,2058,Nova Ona Rouge 2022
2059,2059,Nova Ona Blanc 2023
2060,2060,Pinot Noir 2023
2061,2061,Bordeaux 2022
2062,2062,Ninet de Péna Rouge 2023
2063,2063,Nova Ona Rouge 2023
2064,2064,Grenache Rouge 2023
2065,2065,Villa d'Oriola Les Terrasses Rouge 2022
2066,2066,Ninet de Péna Blanc 2023
2067,2067,BYO No. 21 Organic Blanc Sec 2022
2068,2068,Merlot 2019
2069,2069,Sang Mêlé 2022
2070,2070,Vieilles Vignes Beaujolais Nouveau 2024
2071,2071,Côtes-du-Rhône 2017
2072,2072,Justin Côtes Catalanes 2023
2073,2073,Clarisse Côtes Catalanes 2023
2074,2074,G.S.M 2021
2075,2075,Merlot 2022
2076,2076,Chardonnay 2023
2077,2077,Marselan Edition Solo 2021
2078,2078,Syrah 2022
2079,2079,Syrah 2023
2080,2080,Naturae Minervois Sans Sulfites Ajoutés 2022
2081,2081,Naturae Muscat Sec Sans Sulfites Ajoutés 2022
2082,2082,Entre-deux-Mers 2022
2083,2083,Beaujolais Villages Rouge 2016
2084,2084,Bordeaux Supérieur 2019
2085,2085,L'Été Gascon Blanc 2023
2086,2086,Autrement Corbières 2021
2087,2087,Aliénor Côtes de Bordeaux Rouge 2019
2088,2088,Autrement Languedoc 2021
2089,2089,Naturae Corbières 2023
2090,2090,Tradition Rouge 2018
2091,2091,Castillon - Côtes de Bordeaux 2020
2092,2092,Côtes du Rhône 2020
2093,2093,Verso Bordeaux 2021
2094,2094,Colombard - Sauvignon (Côtes Sauvage) 2022
2095,2095,Côt Côt Côt Malbec 2023
2096,2096,Buddy Chardonnay 2021
2097,2097,Zangre Blanc 2023
2098,2098,Chardonnay Alcohol Free N.V.
2099,2099,Cotes de Gascogne 2020
2100,2100,Livazur Rosé 2023
2101,2101,La Demoiselle Damanieu Bordeaux 2023
2102,2102,Rouge Osé 2023
2103,2103,Classique Luberon 2019
2104,2104,Terres Blanches Côtes de Gascogne 2021
2105,2105,L'Initial Bordeaux 2020
2106,2106,La Petite Perrière Sauvignon Blanc 2023
2107,2107,Le B de Maucaillou 2016
2108,2108,Château Puy Longa Bordeaux 2020
2109,2109,Cuvée P Cabernet Franc - Merlot 2020
2110,2110,Cabardès Rosé 2023
2111,2111,Demain...! Syrah 2022
2112,2112,Gros Manseng Moelleux 2022
2113,2113,Le Clandestin Sauvignon 2023
2114,2114,Le Vieux Pressoir Muscadet-Sèvre et Maine Sur Lie 2023
2115,2115,La 4ème Corbières 2022
2116,2116,Zangre Rouge 2022
2117,2117,Bagatelle 2016
2118,2118,Best Bordeaux Quality 2015
2119,2119,Recto Bordeaux 2020
2120,2120,La Petite Perrière Pinot Noir Rosé 2023
2121,2121,Rosé d'Anjou 2022
2122,2122,Cuvée Tradition Rouge 2016
2123,2123,Harmonie de Gascogne Rouge 2021
2124,2124,Zangre Rosé 2023
2125,2125,La Petite Perrière Pinot Noir 2023
2126,2126,Bordeaux 2017
2127,2127,Sauvignon 2021
2128,2128,Cuvée des Chartreux Belle Emilie Rosé 2023
2129,2129,ZO'OC Sauvignon 2023
2130,2130,Cuvée Prestige Rouge 2022
2131,2131,Côtes du Rhône 2023
2132,2132,ZO'OC Grenache - Syrah 2023
2133,2133,Rosé 2023
2134,2134,Parallèle 45 Côtes du Rhône Rouge Bio 2022
2135,2135,Castillon - Côtes de Bordeaux 2019
2136,2136,Le Fiston Terres du Midi 2021
2137,2137,Vieille Mule Rouge 2022
2138,2138,Corbières Blanc 2023
2139,2139,Graves Blanc 2012
2140,2140,Collection Grenache 2021
2141,2141,Bordeaux Blanc 2022
2142,2142,Elise Côtes Catalanes 2023
2143,2143,Domaine Casanova Rouge 2017
2144,2144,Carignan 2022
2145,2145,Les Grains Viognier 2023
2146,2146,Cabernet Sauvignon 2022
2147,2147,Brummell Rosé N.V.
2148,2148,Tradition Blaye Côtes de Bordeaux 2018
2149,2149,Mas La Borde Fitou 2023
2150,2150,Vermentino Edition Solo 2022
2151,2151,Gris de Gris 2023
2152,2152,Merlot 2023
2153,2153,Ecceterra Rouge 2023
2154,2154,Les Grappes Côtes de Gascogne 2022
